Year,Nominee,Movie,Winner
1982,The Best Little Whorehouse in Texas,The Best Little Whorehouse in Texas,False
1982,Diner,Diner,False
1982,My Favorite Year,My Favorite Year,False
1982,Victor Victoria,Victor Victoria,False
1983,Yentl,Yentl,True
1983,The Big Chill,The Big Chill,False
1983,Flashdance,Flashdance,False
1983,Trading Places,Trading Places,False
1983,Zelig,Zelig,False
1984,Romancing the Stone,Romancing the Stone,True
1984,Beverly Hills Cop,Beverly Hills Cop,False
1984,Ghostbusters,Ghostbusters,False
1984,Micki & Maude,Micki & Maude,False
1984,Splash,Splash,False
1985,Prizzi's Honor,Prizzi's Honor,True
1985,Back to the Future,Back to the Future,False
1985,A Chorus Line,A Chorus Line,False
1985,Cocoon,Cocoon,False
1985,The Purple Rose of Cairo,The Purple Rose of Cairo,False
1986,Hannah and Her Sisters,Hannah and Her Sisters,True
1986,Crimes of the Heart,Crimes of the Heart,False
1986,Crocodile Dundee,Crocodile Dundee,False
1986,Down and Out in Beverly Hills,Down and Out in Beverly Hills,False
1986,Little Shop of Horrors,Little Shop of Horrors,False
1986,Peggy Sue Got Married,Peggy Sue Got Married,False
1987,Hope and Glory,Hope and Glory,True
1987,Baby Boom,Baby Boom,False
1987,Broadcast News,Broadcast News,False
1987,Dirty Dancing,Dirty Dancing,False
1987,Moonstruck,Moonstruck,False
1988,Working Girl,Working Girl,True
1988,Big,Big,False
1988,A Fish Called Wanda,A Fish Called Wanda,False
1988,Midnight Run,Midnight Run,False
1988,Who Framed Roger Rabbit,Who Framed Roger Rabbit,False
1989,Driving Miss Daisy,Driving Miss Daisy,True
1989,The Little Mermaid,The Little Mermaid,False
1989,Shirley Valentine,Shirley Valentine,False
1989,The War of the Roses,The War of the Roses,False
1989,When Harry Met Sally...,When Harry Met Sally...,False
1990,Green Card,Green Card,True
1990,Dick Tracy,Dick Tracy,False
1990,Ghost,Ghost,False
1990,Home Alone,Home Alone,False
1990,Pretty Woman,Pretty Woman,False
1991,Beauty and the Beast,Beauty and the Beast,True
1991,City Slickers,City Slickers,False
1991,The Commitments,The Commitments,False
1991,The Fisher King,The Fisher King,False
1991,Fried Green Tomatoes,Fried Green Tomatoes,False
1992,The Player,The Player,True
1992,Aladdin,Aladdin,False
1992,Enchanted April,Enchanted April,False
1992,Honeymoon in Vegas,Honeymoon in Vegas,False
1992,Sister Act,Sister Act,False
1993,Mrs. Doubtfire,Mrs. Doubtfire,True
1993,Dave,Dave,False
1993,Much Ado About Nothing,Much Ado About Nothing,False
1993,Sleepless in Seattle,Sleepless in Seattle,False
1993,Strictly Ballroom,Strictly Ballroom,False
1994,The Lion King,The Lion King,True
1994,"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert",False
1994,Ed Wood,Ed Wood,False
1994,Four Weddings and a Funeral,Four Weddings and a Funeral,False
1994,Prêt-à-Porter,Prêt-à-Porter,False
1995,Babe,Babe,True
1995,The American President,The American President,False
1995,Get Shorty,Get Shorty,False
1995,Sabrina,Sabrina,False
1995,Toy Story,Toy Story,False
1996,Evita,Evita,True
1996,The Birdcage,The Birdcage,False
1996,Everyone Says I Love You,Everyone Says I Love You,False
1996,Fargo,Fargo,False
1996,Jerry Maguire,Jerry Maguire,False
1997,As Good as It Gets,As Good as It Gets,True
1997,The Full Monty,The Full Monty,False
1997,Men in Black,Men in Black,False
1997,My Best Friend's Wedding,My Best Friend's Wedding,False
1997,Wag the Dog,Wag the Dog,False
1998,Shakespeare in Love,Shakespeare in Love,True
1998,Bulworth,Bulworth,False
1998,The Mask of Zorro,The Mask of Zorro,False
1998,Patch Adams,Patch Adams,False
1998,Still Crazy,Still Crazy,False
1998,There's Something About Mary,There's Something About Mary,False
1999,Toy Story 2,Toy Story 2,True
1999,Analyze This,Analyze This,False
1999,Being John Malkovich,Being John Malkovich,False
1999,Man on the Moon,Man on the Moon,False
1999,Notting Hill,Notting Hill,False
2000,Almost Famous,Almost Famous,True
2000,Best in Show,Best in Show,False
2000,Chicken Run,Chicken Run,False
2000,Chocolat,Chocolat,False
2000,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",False
2001,Moulin Rouge!,Moulin Rouge!,True
2001,Bridget Jones's Diary,Bridget Jones's Diary,False
2001,Gosford Park,Gosford Park,False
2001,Legally Blonde,Legally Blonde,False
2001,Shrek,Shrek,False
2002,Chicago,Chicago,True
2002,About a Boy,About a Boy,False
2002,Adaptation.,Adaptation.,False
2002,My Big Fat Greek Wedding,My Big Fat Greek Wedding,False
2002,Nicholas Nickleby,Nicholas Nickleby,False
2003,Lost in Translation,Lost in Translation,True
2003,Bend It Like Beckham,Bend It Like Beckham,False
2003,Big Fish,Big Fish,False
2003,Finding Nemo,Finding Nemo,False
2003,Love Actually,Love Actually,False
2004,Sideways,Sideways,True
2004,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,False
2004,The Incredibles,The Incredibles,False
2004,The Phantom of the Opera,The Phantom of the Opera,False
2004,Ray,Ray,False
2005,Walk the Line,Walk the Line,True
2005,Mrs Henderson Presents,Mrs Henderson Presents,False
2005,Pride & Prejudice,Pride & Prejudice,False
2005,The Producers,The Producers,False
2005,The Squid and the Whale,The Squid and the Whale,False
2006,Dreamgirls,Dreamgirls,True
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,False
2006,The Devil Wears Prada,The Devil Wears Prada,False
2006,Little Miss Sunshine,Little Miss Sunshine,False
2006,Thank You for Smoking,Thank You for Smoking,False
2007,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,True
2007,Across the Universe,Across the Universe,False
2007,Charlie Wilson's War,Charlie Wilson's War,False
2007,Hairspray,Hairspray,False
2007,Juno,Juno,False
2008,Vicky Cristina Barcelona,Vicky Cristina Barcelona,True
2008,Burn After Reading,Burn After Reading,False
2008,Happy-Go-Lucky,Happy-Go-Lucky,False
2008,In Bruges,In Bruges,False
2008,Mamma Mia!,Mamma Mia!,False
2009,The Hangover,The Hangover,True
2009,(500) Days of Summer,(500) Days of Summer,False
2009,It's Complicated,It's Complicated,False
2009,Julie & Julia,Julie & Julia,False
2009,Nine,Nine,False
2010,The Kids Are All Right,The Kids Are All Right,True
2010,Alice in Wonderland,Alice in Wonderland,False
2010,Burlesque,Burlesque,False
2010,Red,Red,False
2010,The Tourist,The Tourist,False
2011,The Artist,The Artist,True
2011,50/50,50/50,False
2011,Bridesmaids,Bridesmaids,False
2011,Midnight in Paris,Midnight in Paris,False
2011,My Week with Marilyn,My Week with Marilyn,False
2012[9],Les Misérables,Les Misérables,True
2012[9],The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,False
2012[9],Moonrise Kingdom,Moonrise Kingdom,False
2012[9],Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,False
2012[9],Silver Linings Playbook,Silver Linings Playbook,False
2013[10],American Hustle,American Hustle,True
2013[10],Her,Her,False
2013[10],Inside Llewyn Davis,Inside Llewyn Davis,False
2013[10],Nebraska,Nebraska,False
2013[10],The Wolf of Wall Street,The Wolf of Wall Street,False
2014[11],The Grand Budapest Hotel,The Grand Budapest Hotel,True
2014[11],Birdman,Birdman,False
2014[11],Into the Woods,Into the Woods,False
2014[11],Pride,Pride,False
2014[11],St. Vincent,St. Vincent,False
2015[12],The Martian,The Martian,True
2015[12],The Big Short,The Big Short,False
2015[12],Joy,Joy,False
2015[12],Spy,Spy,False
2015[12],Trainwreck,Trainwreck,False
2016,La La Land,La La Land,True
2016,20th Century Women,20th Century Women,False
2016,Deadpool,Deadpool,False
2016,Florence Foster Jenkins,Florence Foster Jenkins,False
2016,Sing Street,Sing Street,False
2017,Lady Bird,Lady Bird,True
2017,The Disaster Artist,The Disaster Artist,False
2017,Get Out,Get Out,False
2017,The Greatest Showman,The Greatest Showman,False
2017,"I, Tonya","I, Tonya",False
2018,Green Book,Green Book,True
2018,Crazy Rich Asians,Crazy Rich Asians,False
2018,The Favourite,The Favourite,False
2018,Mary Poppins Returns,Mary Poppins Returns,False
2018,Vice,Vice,False
2019,Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,True
2019,Dolemite Is My Name,Dolemite Is My Name,False
2019,Jojo Rabbit,Jojo Rabbit,False
2019,Knives Out,Knives Out,False
2019,Rocketman,Rocketman,False
2020,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,True
2020,Hamilton,Hamilton,False
2020,Music,Music,False
2020,Palm Springs,Palm Springs,False
2020,The Prom,The Prom,False
2021,West Side Story,West Side Story,True
2021,Cyrano,Cyrano,False
2021,Don't Look Up,Don't Look Up,False
2021,Licorice Pizza,Licorice Pizza,False
2021,"tick, tick... BOOM!","tick, tick... BOOM!",False
2022,The Banshees of Inisherin,The Banshees of Inisherin,True
2022,Babylon,Babylon,False
2022,Everything Everywhere All at Once,Everything Everywhere All at Once,False
2022,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,False
2022,Triangle of Sadness,Triangle of Sadness,False
2023,Poor Things,Poor Things,True
2023,Air,Air,False
2023,American Fiction,American Fiction,False
2023,Barbie,Barbie,False
2023,The Holdovers,The Holdovers,False
2023,May December,May December,False
2024[13][14],Emilia Pérez,Emilia Pérez,True
2024[13][14],A Real Pain,A Real Pain,False
2024[13][14],Anora,Anora,False
2024[13][14],Challengers,Challengers,False
2024[13][14],The Substance,The Substance,False
2024[13][14],Wicked,Wicked,False
2025[15][16],One Battle After Another,One Battle After Another,True
2025[15][16],Blue Moon,Blue Moon,False
2025[15][16],Bugonia,Bugonia,False
2025[15][16],Marty Supreme,Marty Supreme,False
2025[15][16],No Other Choice,No Other Choice,False
2025[15][16],Nouvelle Vague,Nouvelle Vague,False
